datetime,demand_forecast,demand_real,nuclear_power_availability,error_demand_forecast,error_demand_forecast_avg_24H,error_demand_forecast_avg_12H,demand_real_lag_1D,demand_forecast_lag_1D,nuclear_power_availability_avg_24H,nuclear_power_availability_avg_12H
2020-01-02 06:00:00,26594.0,25851.063046583433,30292.063036122436,742.9369534165671,-3550.9473768314692,-7705.52288339881,,,23494.93192884965,25008.274208566876
2020-01-02 07:00:00,29068.0,46928.501189244795,19649.14386658899,-17860.501189244795,-4591.535599810776,-7394.924389208226,,,23779.504988769,23466.61347119437
2020-01-02 08:00:00,31631.0,53407.05535213173,9284.818047297313,-21776.055352131727,-6091.757893645808,-7620.64106654378,,,23037.743894370185,19826.37538274529
2020-01-02 09:00:00,33364.0,35678.18484179259,13593.814338627653,-2314.1848417925867,-6388.191056219985,-8686.174498706458,,,22484.10825619559,18609.534336831694
2020-01-02 10:00:00,33983.0,51504.50225640687,8718.065849050334,-17521.50225640687,-7460.254155403462,-9607.126316510781,,,21086.334217874213,17817.198859148073
2020-01-02 11:00:00,33645.0,33623.257665927355,39500.51564857802,21.742334072645463,-7726.474190234435,-8935.546849920149,,,21667.154987765014,20515.392985735667
2020-01-02 12:00:00,33518.0,57002.58087613987,6560.175161235743,-23484.580876139873,-8274.077077470582,-9292.90633714085,,,21606.641530414974,18732.598039765675
2020-01-02 13:00:00,32508.0,40290.205546550365,6447.228942096202,-7782.205546550365,-7776.776541640607,-8678.925637183565,,,20367.58948489327,18692.825559072244
2020-01-02 14:00:00,31711.0,54645.29446371632,36974.84381399768,-22934.294463716316,-8665.946541224224,-9206.724911661659,,,20688.15315861833,20208.79745810943
2020-01-02 15:00:00,31592.0,14639.555673070437,8864.591749981833,16952.444326929563,-8433.439943915604,-7346.010951899058,,,20082.48009948294,20238.798493871236
2020-01-02 16:00:00,31882.0,25647.05498732829,21893.25290028078,6234.945012671709,-7847.23241670472,-6449.9102633667035,,,20807.85440852006,19265.63305037515
2020-01-02 17:00:00,33084.0,41313.6491129953,47953.9426140495,-8229.6491129953,-8059.3459169598145,-8162.575417657278,,,22554.99024049652,20811.037997325537
2020-01-02 18:00:00,33641.0,9623.795645280683,16241.248646050475,24017.204354719317,-6964.288008807096,-6223.053134215384,,,22324.205503359877,19640.13679815288
2020-01-02 19:00:00,33629.0,8259.180409516777,62874.92609948779,25369.819590483225,-5007.725395889803,-2620.526402571382,,,23354.449394377738,23242.28531756111
2020-01-02 20:00:00,33359.0,27810.057986252614,18905.84511564487,5548.942013747386,-3982.0421776459502,-343.44328874812226,,,21935.206478001015,24044.037573256737
2020-01-02 21:00:00,31178.0,34724.99522883201,57319.75549071265,-3546.995228832013,-4566.175993187266,-446.17748766807443,,,23148.700169714426,27687.86600259715
2020-01-02 22:00:00,28171.0,53041.43918260794,23930.826822262978,-24870.439182607937,-5332.857607347806,-1058.58889818483,,,23386.39747142314,28955.596083698212
2020-01-02 23:00:00,26391.0,21601.509725765514,21232.42712210693,4789.490274234486,-4798.411709879079,-661.2765698380099,,,23974.32417944731,27433.255373158947
2020-01-03 00:00:00,24143.0,35574.78048490465,30399.331078209787,-11431.780484904652,-4474.891437187963,343.12346276492525,43237.2593076431,22519.0,24076.224869669564,29419.851699573454
2020-01-03 01:00:00,22711.0,45215.360531063765,11864.560397406824,-22504.360531063765,-4781.324211564045,-883.7227859445247,29690.089448059807,21222.0,24282.060773294124,29871.295987516005
2020-01-03 02:00:00,22030.0,40388.231226235235,42692.93393220553,-18358.231226235235,-4854.55454724138,-502.3841828211013,39794.71824643039,19900.0,25278.300477738045,30347.80349736666
2020-01-03 03:00:00,21716.0,87.87477530513625,19402.289026272956,21628.125224694864,-3729.377529953193,-112.74410800732615,8361.677122549236,18998.0,25732.37171546441,31225.944937057586
2020-01-03 04:00:00,22278.0,43278.654923524235,16956.433408917685,-21000.654923524235,-4416.14384969518,-2382.377436023655,13611.102431737057,18849.0,25040.08818157624,30814.54331277733
2020-01-03 05:00:00,24494.0,43552.692080117085,36811.67497525,-19058.692080117085,-5723.686550470541,-3284.7976832838035,28321.11310521725,19140.0,25348.52950343479,29886.02100954404
2020-01-03 06:00:00,27859.0,38974.106162323755,31523.89815276376,-11115.106162323755,-6217.7716802930545,-6212.490226370726,38570.80820674876,19354.0,25399.85596662818,31159.575135103474
2020-01-03 07:00:00,30863.0,6019.807690789298,6230.513055506279,24843.192309210703,-4438.4511178574085,-6256.3758331434365,12253.383837741425,19367.0,24840.746349499732,26439.20738143835
2020-01-03 08:00:00,33207.0,38083.71619072671,52203.4224405275,-4876.716190726707,-3734.3119861321998,-7125.180683516276,5345.720300090989,19575.0,26629.02153255099,29214.00549184524
2020-01-03 09:00:00,34439.0,56482.51649858433,217.6831917956545,-22043.51649858433,-4556.367471831855,-8666.557455995637,15886.788940012302,20687.0,26071.68273476632,24455.499466935493
2020-01-03 10:00:00,34396.0,38584.81715601173,46119.2342448664,-4188.8171560117335,-4000.838925982058,-6943.088953779287,14657.987876003412,22866.0,27630.06475125866,26304.533418819105
2020-01-03 11:00:00,33916.0,23792.919235588994,47161.42323318913,10123.080764411006,-3579.94982471796,-6498.62307959791,17584.976829984058,23996.0,27949.26923395079,28465.283094742626
2020-01-03 12:00:00,34152.0,37123.20734023466,5059.985635590382,-2971.2073402346577,-2725.225927388576,-5793.575317542077,35007.111582472324,24665.0,27886.761337048898,26353.670974524342
2020-01-03 13:00:00,33048.0,58137.32060580434,4902.833244839416,-25089.320605804343,-3446.3557215241585,-6008.988657103792,44355.418406469755,24638.0,27822.411516329867,25773.527045143725
2020-01-03 14:00:00,32278.0,7365.617841888876,47924.412122107715,24912.382158111126,-1452.744195614682,-2403.1042084082624,24959.214473709482,23365.0,28278.64352916778,26209.483560968907
2020-01-03 15:00:00,31937.0,2008.1222589067404,46419.79177849435,29928.87774109326,-912.0594700245275,-1711.3748320417296,11128.714008477351,22501.0,29843.44353035581,28460.942123654022
2020-01-03 16:00:00,31808.0,60613.964800691094,62367.641080434376,-28805.964800691094,-2372.0973789146447,-2361.817321805634,30633.035640389477,22799.0,31529.87637119554,32245.209429613747
2020-01-03 17:00:00,32972.0,19040.899673200573,50810.70808140293,13931.100326799427,-1448.7328189231976,387.33204543740857,28563.92510687305,25425.0,31648.908265668597,33411.79552179315
2020-01-03 18:00:00,33452.0,29568.167328891694,2842.557704776299,3883.8326711083064,-2287.623305740323,1637.2436148900804,28864.18544094592,26600.0,31090.62947644884,31021.6838177942
2020-01-03 19:00:00,33681.0,17448.20845619456,60803.65077375721,16232.79154380544,-2668.332807685231,919.7102177729752,49021.683119531815,27434.0,31004.326337876733,35569.44529431512
2020-01-03 20:00:00,33286.0,39736.257191801116,3576.8756444609476,-6450.257191801116,-3168.2994412497515,788.5818010167744,46880.45522410508,27813.0,30365.619276577403,31517.23306130957
2020-01-03 21:00:00,31678.0,41516.30272893843,54870.070237834945,-9838.302728938434,-3430.437253754186,1805.6829484872658,16519.78365584045,26992.0,30263.549057707496,36071.59864847951
2020-01-03 22:00:00,28904.0,15937.403189010338,41605.394864448215,12966.596810989662,-1853.8940873542858,3235.3007790707156,31133.080442754974,24663.0,30999.98939279855,35695.44536677799
2020-01-03 23:00:00,26277.0,45089.88455453249,31730.1961902971,-18812.884554532488,-2837.326371886243,823.9703358254243,30333.21126501495,22296.0,31437.396437306477,34409.50977987033
2020-01-04 00:00:00,24139.0,42905.824339119434,25341.687998304078,-18766.824339119434,-3142.9531991451927,-492.331080748307,39599.26702949146,20403.0,31226.66130897707,36099.6516434298
2020-01-04 01:00:00,22917.0,13065.467130887775,10286.461414721674,9851.532869112225,-1794.7909741378592,2419.4067088280735,34396.97394603778,19247.0,31160.90718469852,36548.287324253324
2020-01-04 02:00:00,22052.0,29089.252724387883,43227.40680354418,-7037.252724387883,-1323.0835365608864,-243.0628647135104,35361.703169979206,18761.0,31183.17688767097,36156.870214373026
2020-01-04 03:00:00,21711.0,42211.40590222622,24798.847013270955,-20500.405902226223,-3078.439000182598,-4445.503168323467,24276.12319022163,18900.0,31408.033470462553,34355.12481727108
2020-01-04 04:00:00,21774.0,34702.27385360382,33703.049116120594,-12928.273853603823,-2742.089788935915,-3122.3622560661947,24223.26324971654,19705.0,32105.809124929336,31966.40882024493
2020-01-04 05:00:00,22460.0,8061.540900860782,36916.214545793766,14398.459099139218,-1348.0418231335686,-3083.415691704545,10302.667261508408,22625.0,32110.16494036866,30808.534358944165
2020-01-04 06:00:00,23997.0,37659.594900739976,44174.61446201545,-13662.594900739976,-1454.1871872342444,-4545.617989358569,25851.063046583433,26594.0,32637.27811992081,34252.87242204743
2020-01-04 07:00:00,26078.0,50597.99015655504,37053.01286672887,-24519.99015655504,-3510.98645664115,-7941.683131055276,46928.501189244795,29068.0,33921.54894538842,32273.652596461732
2020-01-04 08:00:00,28777.0,20881.26855220419,54106.86574960604,7895.73144779581,-2978.8011383693793,-6746.184077755531,53407.05535213173,31631.0,34000.859083266696,36484.48510522382
2020-01-04 09:00:00,30667.0,5390.4038959956715,22486.427831036144,25276.59610400433,-1007.1297799281847,-3819.9425083436345,35678.18484179259,33364.0,34928.72344323505,33785.84823799058
2020-01-04 10:00:00,30568.0,21020.600193116443,49626.9037322708,9547.399806883557,-434.78740647421427,-4104.875592019143,51504.50225640687,33983.0,35074.87633854357,34454.30731030914
2020-01-04 11:00:00,30121.0,34404.78727572351,39846.347314916384,-4283.787275723509,-1035.0735748131524,-2894.1174854517285,33623.257665927355,33645.0,34770.081508615534,35130.65323736074
2020-01-04 12:00:00,30267.0,10019.144720052973,54155.78109001847,20247.855279947027,-67.61263230558218,357.1058161371432,57002.58087613987,33518.0,36815.73965255004,37531.82766167028
2020-01-04 13:00:00,29520.0,37290.6050298877,19122.454710955433,-7770.605029887702,654.0005166909446,-1111.405675446184,40290.205546550365,32508.0,37408.223880304875,38268.16043635642
2020-01-04 14:00:00,28334.0,3715.467754315012,35501.42368007416,24618.53224568499,641.7567703398555,1526.5764053932223,54645.29446371632,31711.0,36890.59936188681,37624.32850940059
2020-01-04 15:00:00,27948.0,51026.01579159374,54284.84395776138,-23078.015791593738,-1566.8637935221025,1311.7755812792627,14639.555673070437,31592.0,37218.309869356264,40081.49492144146
2020-01-04 16:00:00,28061.0,4975.438622163919,29552.568663344053,23085.561377836082,595.2831305831963,4312.928517232588,25647.05498732829,31882.0,35851.01518531084,39735.621550376745
2020-01-04 17:00:00,29486.0,11758.290164815357,1769.2008303294974,17727.709835184643,753.4751934325803,4590.366078569707,41313.6491129953,33084.0,33807.61904984945,36806.703740754725
2020-01-04 18:00:00,30748.0,29023.20311318746,25215.01564431352,1724.796886812539,663.5153690869233,5872.648727532417,9623.795645280683,33641.0,34739.804797330165,35226.7371726129
2020-01-04 19:00:00,31706.0,27964.51319069895,53579.40789257451,3741.486809301048,143.04433848257364,8227.771808020423,8259.180409516777,33629.0,34438.79467728089,36603.93675810003
2020-01-04 20:00:00,31403.0,48081.22290460639,33611.39969166419,-16678.222904606388,-283.12089955097935,6179.942278653573,27810.057986252614,33359.0,35690.23317924768,34895.981253271544
2020-01-04 21:00:00,30085.0,766.7784207354196,49838.42754140066,29318.22157926458,1348.4009466241462,6516.744401591928,34724.99522883201,31178.0,35480.58140022959,37175.31456246859
2020-01-04 22:00:00,27820.0,37872.08732647048,9406.92232105511,-10052.087326470479,389.28910756330697,4883.453807145759,53041.43918260794,28171.0,34138.97837758821,33823.64944486728
2020-01-04 23:00:00,25539.0,14077.231642014483,3911.828315446265,11461.768357985517,1650.7329789182238,6195.5834432881775,21601.509725765514,26391.0,32979.87971613609,30829.106194911437
2020-01-05 00:00:00,23456.0,28333.901374847857,39650.25462985414,-4877.901374847857,2229.4381024295394,4101.770388721937,35574.78048490465,24143.0,33576.06999245068,29620.312323231075
2020-01-05 01:00:00,21927.0,23943.093196697446,4790.446577148769,-2016.0931966974458,1734.9536830208033,4581.313041487791,45215.360531063765,22711.0,33347.069374218474,28425.978312080522
2020-01-05 02:00:00,21066.0,8838.864298125582,13204.513107708932,12227.135701874418,2537.636534115066,3548.6966628369105,40388.231226235235,22030.0,32096.115470225337,26567.902431050086
2020-01-05 03:00:00,21031.0,5725.595265291576,19751.474536656715,15305.404734708423,4029.5453106540094,6747.315040028759,87.87477530513625,21716.0,31885.808283699746,23690.121645958032
2020-01-05 04:00:00,21042.0,32369.439445628464,38925.41695229854,-11327.439445628464,4096.24674431965,3879.5649714067126,43278.654923524235,22278.0,32103.406943540493,24471.192336704236
2020-01-05 05:00:00,21397.0,20309.358505144257,6794.711696630106,1087.641494855743,3541.629344141171,2492.892609712637,43552.692080117085,24494.0,30848.344324825342,24889.984908895956
2020-01-05 06:00:00,22294.0,23146.21796812737,21445.449745582304,-852.2179681273701,4075.395049666696,2278.1413718009776,38974.106162323755,27859.0,29901.29579497396,24575.85441733502
2020-01-05 07:00:00,23377.0,44144.801663301194,6685.936010377574,-20767.801663301194,4231.7362368856075,235.7006657507909,6019.807690789298,30863.0,28636.00092595932,20668.065093818608
2020-01-05 08:00:00,25427.0,32725.838754512028,33262.05085511615,-7298.838754512028,3598.6291451227803,1017.3160115919876,38083.71619072671,33207.0,27767.46697202224,20638.95269077294
2020-01-05 09:00:00,27583.0,24176.520062404696,9549.360658326545,3406.4799375953044,2687.3743048557376,-1141.995791880452,56482.51649858433,34439.0,27228.422506492676,17281.530450516762
2020-01-05 10:00:00,28329.0,26277.28393752607,41995.52518589859,2051.71606247393,2375.05414883867,-133.34550946841804,38584.81715601173,34396.0,26910.44840039383,19997.247355920386
2020-01-05 11:00:00,28326.0,14096.799522316902,10642.326446889781,14229.200477683098,3146.428638563945,97.27383383971376,23792.919235588994,33916.0,25693.614197559393,20558.122200207345
2020-01-05 12:00:00,28669.0,14722.068729079276,3133.907612821849,13946.931270920724,2883.890138187849,1666.0098876537622,37123.20734023466,34152.0,23567.702802676202,17515.09328212132
2020-01-05 13:00:00,28600.0,1315.2605015896283,4264.681755473133,27284.73949841037,4344.529493533602,4107.745945579413,58137.32060580434,33048.0,22948.6289295311,17471.279546981685
2020-01-05 14:00:00,27291.0,50892.53445965493,44081.36808426717,-23601.534459654933,2335.360047477772,1122.0234321186344,7365.617841888876,32278.0,23306.126613039145,20044.350795028204
2020-01-05 15:00:00,26644.0,20902.697929556325,1556.0260795502647,5741.302070443675,3536.1649583959975,325.0148767632386,2008.1222589067404,31937.0,21109.09253478035,18528.063423602667
2020-01-05 16:00:00,26405.0,34236.05617748989,6345.456389010057,-7831.056177489889,2247.972560257415,616.3801491081199,60613.964800691094,31808.0,20142.129523349766,15813.066709995293
2020-01-05 17:00:00,27898.0,19904.63857929533,1846.7579326676916,7993.36142070467,1842.3747096540835,1191.8568095955304,19040.899673200573,32972.0,20145.361069280527,15400.737229665092
2020-01-05 18:00:00,28514.0,6298.195030000015,48895.50924486031,22215.804969999983,2696.1667131202266,3114.1920544394766,29568.167328891694,33452.0,21132.04830263664,17688.24218793826
2020-01-05 19:00:00,28875.0,25904.23608705983,56787.53964804783,2970.7639129401687,2664.05325910519,5092.40585245959,17448.20845619456,33681.0,21265.7204591147,21863.375824410778
2020-01-05 20:00:00,29239.0,27421.728108621744,11592.69790168618,1817.2718913782555,3434.6988756045503,5852.081739617114,39736.257191801116,33286.0,20348.274551198945,20057.59641162495
2020-01-05 21:00:00,28873.0,3357.6915183885776,45451.6343298502,25515.30848161142,3276.244163202335,7694.484118285123,41516.30272893843,31678.0,20165.491500717675,23049.452550918588
2020-01-05 22:00:00,27736.0,45298.64058764778,37551.76311266606,-17562.64058764778,2963.304443986614,6059.954397441648,15937.403189010338,28904.0,21338.193200368132,22679.139044815878
2020-01-05 23:00:00,25096.0,14522.616230759146,8294.491192577194,10573.383769240854,2926.288419455587,5755.3030050714615,45089.88455453249,26277.0,21520.80415358192,22483.486106956494
2020-01-06 00:00:00,23102.0,30083.02467137285,2617.56309337988,-6981.024671372848,2838.658282100379,4011.306676546996,42905.824339119434,24139.0,19977.77533956216,22440.457397003
2020-01-06 01:00:00,21602.0,6640.697486678188,9636.528883773293,14961.30251332181,3546.049770017848,2984.353594456283,13065.467130887775,22917.0,20179.695435671518,22888.111324361347
2020-01-06 02:00:00,20673.0,21841.89581521458,27868.67812882758,-1168.8958152145788,2987.88179013914,4853.740148159646,29089.252724387883,22052.0,20790.70231155146,21537.053828074713
2020-01-06 03:00:00,20328.0,27733.42937641411,11673.39933645872,-7405.429376414111,2041.597035509034,3758.1791942548302,42211.40590222622,21711.0,20454.11584487654,22380.168266150416
2020-01-06 04:00:00,20296.0,28893.369906022428,6929.370839420825,-8597.369906022428,2155.349932992619,3694.3197168771185,34702.27385360382,21774.0,19120.94725683997,22428.827803684646
2020-01-06 05:00:00,20879.0,31010.187454554758,28140.24176099147,-10131.187454554758,1687.8987267671812,2183.9406439388335,8061.540900860782,22460.0,20010.344342855027,24619.951456044964
2020-01-06 06:00:00,21415.0,24787.19298423029,6164.447672827807,-3372.192984230289,1582.8997677628931,51.6074810863106,37659.594900739976,23997.0,19373.635923156926,21059.029658375588
2020-01-06 07:00:00,21633.0,16462.701421129193,7271.947459201144,5170.2985788708065,2663.6539445200597,234.90203658053042,50597.99015655504,26078.0,19398.053066857905,16932.730309305032
2020-01-06 08:00:00,23516.0,35981.813763135586,2964.9193326708105,-12465.813763135586,2448.3633191607446,-955.3551012956231,20881.26855220419,28777.0,18135.672586756016,16213.748761887082
2020-01-06 09:00:00,25296.0,2592.1432115221805,48770.20610549359,22703.85678847782,3252.4206879475164,-1189.6427423900898,5390.4038959956715,30667.0,19769.874480387978,16490.296409857365
2020-01-06 10:00:00,26715.0,48746.128971376784,34139.992868269284,-22031.128971376784,2248.9688115370695,-1562.0167743675067,21020.600193116443,30568.0,19442.56063382009,16205.9822228243
2020-01-06 11:00:00,26892.0,23505.921018196488,32112.089870156397,3386.078981803512,1797.172082542087,-2160.958839987285,34404.78727572351,30121.0,20337.13410978953,18190.782112622564
2020-01-06 12:00:00,26874.0,34181.12010466694,39894.58283165438,-7307.120104666938,911.5866085592679,-2188.1334594284594,10019.144720052973,30267.0,21868.82891057422,21297.20042414544
2020-01-06 13:00:00,26203.0,43047.37811047364,13271.994459481944,-16844.37811047364,-927.1266251442327,-4838.606844744747,37290.6050298877,29520.0,22244.133606574585,21600.155888787827
2020-01-06 14:00:00,25223.0,8889.100434065447,13917.849976978125,16333.899565934553,736.8497925886626,-3380.0405629823194,3715.467754315012,28334.0,20987.32035210421,20437.586876133708
2020-01-06 15:00:00,24395.0,26921.907240383272,25980.29548807007,-2526.9072403832724,392.3410713042064,-2973.4970516464164,51026.01579159374,27948.0,22004.998244125865,21629.82822210132
2020-01-06 16:00:00,24553.0,26930.05477126762,16507.138724482636,-2377.05477126762,619.5911298968009,-2455.1374570835155,4975.438622163919,28061.0,22428.40167477056,22427.975545856472
2020-01-06 17:00:00,26725.0,49191.535843813406,29280.55471860673,-22466.535843813406,-649.5712561247856,-3483.083156188403,11758.290164815357,29486.0,23571.476540851352,22523.00162565774
2020-01-06 18:00:00,28435.0,47389.02586300755,11244.824092893294,-18954.025863007548,-2364.980874166766,-4781.569229419841,29023.20311318746,30748.0,22002.69799285273,22946.36632732987
2020-01-06 19:00:00,29772.0,39300.17251854676,23706.2422777101,-9528.172518546759,-2885.7698921453884,-6006.441820871306,27964.51319069895,31706.0,20624.310602421985,24315.890895538945
2020-01-06 20:00:00,30553.0,42144.72860872684,3472.0093439592647,-11591.728608726837,-3444.4782463164333,-5933.601391337242,48081.22290460639,31403.0,20285.94857918337,24358.14839647965
2020-01-06 21:00:00,29828.0,17076.27713823817,59134.59833688038,12751.722861761831,-3976.294313810167,-6762.945885230241,766.7784207354196,30085.0,20856.072079476293,25221.847749095217
2020-01-06 22:00:00,27055.0,48800.124993759164,44518.69449821641,-21745.124993759164,-4150.564497398141,-6739.112220428772,37872.08732647048,27820.0,21146.360887207557,26086.739551590814
2020-01-06 23:00:00,24423.0,2697.4641830516325,19599.95224038651,21725.535816948366,-3685.8914954103275,-5210.824150833369,14077.231642014483,25539.0,21617.42176419961,25044.06141577665
2020-01-07 00:00:00,22477.0,18929.95560023864,34617.8139200051,3547.0443997613584,-3247.221950779736,-4306.31044213101,28333.901374847857,23456.0,22950.76554864233,24604.33067313921
2020-01-07 01:00:00,21548.0,33912.05219809906,31399.906442364652,-12364.05219809906,-4385.778397088939,-3932.9499494331285,23943.093196697446,21927.0,23857.57294691697,26114.990005046104
2020-01-07 02:00:00,21089.0,39110.97814720097,12381.865779366202,-18021.97814720097,-5087.990160921705,-6795.939758861089,8838.864298125582,21066.0,23212.289099022746,25986.991321911777
2020-01-07 03:00:00,21203.0,6676.431910062118,3867.949611012925,14526.568089937882,-4174.156933157038,-5374.81681466766,5725.595265291576,21031.0,22887.06202712917,24144.29583215702
2020-01-07 04:00:00,22176.0,24774.330537126185,225.89006115715938,-2598.330537126185,-3924.1969594530287,-5393.25646182254,32369.439445628464,21042.0,22607.750328034846,22787.525110213228
2020-01-07 05:00:00,25233.0,22768.83388597619,28544.305051059786,2464.16611402381,-3399.3905607622546,-3315.6979653361054,20309.358505144257,21397.0,22624.586298454364,22726.17097125098
2020-01-07 06:00:00,29694.0,44480.74256796288,5426.437527164439,-14786.74256796288,-3874.996793417779,-2968.4243574157167,23146.21796812737,22294.0,22593.83587571839,22241.305424106908
2020-01-07 07:00:00,33709.0,56580.80281884634,29939.390714887715,-22871.802818846343,-5043.417684989327,-4080.3935491073485,44144.801663301194,23377.0,23538.312678038663,22760.73446053838
2020-01-07 08:00:00,35647.0,3249.197445345346,58541.758601092995,32397.802554654656,-3174.100338414734,-414.59928549222394,32725.838754512028,25427.0,25854.01431422292,27349.880231966188
2020-01-07 09:00:00,36390.0,36800.70203438608,50790.65705429155,-410.7020343860786,-4137.206956034063,-1511.4680268378831,24176.520062404696,27583.0,25938.199770422838,26654.55179175046
2020-01-07 10:00:00,36423.0,42892.80348483708,68044.1068977434,-6469.803484837081,-3488.8183940949093,-238.52456776104282,26277.28393752607,28329.0,27350.87118831759,28615.00282504437
2020-01-07 11:00:00,35989.0,4445.959788207518,34178.828697006895,31543.040211792482,-2315.611676178701,579.6007984759668,14096.799522316902,28326.0,27436.98530610303,29829.909196429402
2020-01-07 12:00:00,35759.0,1782.3943683086436,43413.73257366717,33976.60563169136,-595.4564371637725,3115.397567803467,14722.068729079276,28669.0,27583.616545353565,30562.902417567908
